cod;municipio;popula
3549508;São José da Bela Vista (SP);8928
3514007;Dobrada (SP);8929
3532504;Neves Paulista (SP);8930
5211404;Itauçu (GO);8938
2928307;Santanópolis (BA);8943
3536604;Paulo de Faria (SP);8945
3155405;Rio Novo (MG);8949
3159209;Santa Rita de Caldas (MG);8949
2906899;Caraíbas (BA);8951
5000906;Antônio João (MS);8956
2925931;Quixabeira (BA);8972
2208650;Queimada Nova (PI);8992
2501401;Baía da Traição (PB);8993
2602407;Brejão (PE);8993
4207650;Iporã do Oeste (SC);8996
2923506;Palmeiras (BA);9019
1720804;Sítio Novo do Tocantins (TO);9029
3152709;Prados (MG);9031
4304903;Casca (RS);9031
5000807;Anaurilândia (MS);9035
4125209;São Jorge d'Oeste (PR);9050
2928950;São Domingos (BA);9058
2921906;Mucugê (BA);9062
3504800;Bálsamo (SP);9068
3542107;Rafard (SP);9076
2310605;Penaforte (CE);9077
2701803;Carneiros (AL);9081
1600105;Amapá (AP);9109
5004809;Japorã (MS);9110
3555802;Urânia (SP);9114
2403806;Florânia (RN);9116
2922854;Nova Redenção (BA);9118
2918456;Jucuruçu (BA);9126
2405009;Jaçanã (RN);9133
5214408;Nazário (GO);9142
1302009;Itapiranga (AM);9148
2206696;Murici dos Portelas (PI);9159
3118700;Coqueiral (MG);9159
2107001;Montes Altos (MA);9160
2704609;Maravilha (AL);9163
2933109;Várzea do Poço (BA);9170
1304005;Silves (AM);9171
4313953;Pantano Grande (RS);9174
5106265;Novo Mundo (MT);9178
5108956;Nova Monte Verde (MT);9178
2102150;Brejo de Areia (MA);9188
3205150;Vila Pavão (ES);9208
2905107;Caém (BA);9213
3119500;Coronel Murta (MG);9222
2912004;Ibiassucê (BA);9224
3511300;Cedral (SP);9237
3519253;Iaras (SP);9240
1714203;Natividade (TO);9244
4305306;Chapada (RS);9269
2401404;Baía Formosa (RN);9271
3103900;Araújos (MG);9273
2805307;Pirambu (SE);9280
3535200;Palmeira d'Oeste (SP);9283
3304508;Rio das Flores (RJ);9284
2101970;Boa Vista do Gurupi (MA);9287
2907004;Cardeal da Silva (BA);9295
3112901;Caputira (MG);9298
3103009;Antônio Dias (MG);9318
2204204;Francisco Santos (PI);9319
2924900;Planaltino (BA);9322
2907558;Caturama (BA);9329
2927101;Rodelas (BA);9331
3545407;Salto Grande (SP);9331
2933406;Wagner (BA);9345
3171030;Verdelândia (MG);9355
3305307;São Sebastião do Alto (RJ);9357
3554409;Terra Roxa (SP);9370
3515350;Euclides da Cunha Paulista (SP);9371
4100301;Agudos do Sul (PR);9371
2705804;Olho d'Água do Casado (AL);9373
2310001;Palhano (CE);9386
3113503;Carbonita (MG);9405
3102704;Cachoeira de Pajeú (MG);9412
4112405;Japurá (PR);9425
2204659;Ilha Grande (PI);9426
2102374;Cachoeira Grande (MA);9431
4216107;São Domingos (SC);9445
2516805;Triunfo (PB);9455
1200344;Manoel Urbano (AC);9459
5203906;Buriti Alegre (GO);9459
5103452;Denise (MT);9462
3100500;Açucena (MG);9470
3154507;Riacho dos Machados (MG);9481
5107941;Tabaporã (MT);9489
5212808;Mara Rosa (GO);9503
3519006;Herculândia (SP);9526
3137536;Lagoa Grande (MG);9532
2616100;Verdejante (PE);9534
3520202;Igaratá (SP);9534
1701002;Ananás (TO);9549
2203453;Dom Inocêncio (PI);9556
2701506;Campo Grande (AL);9558
3126208;Formoso (MG);9562
3148301;Paula Cândido (MG);9571
4122602;Rondon (PR);9579
4304358;Candiota (RS);9584
2805109;Pedrinhas (SE);9602
5101308;Arenápolis (MT);9607
3126901;Frei Inocêncio (MG);9611
4123857;Santa Maria do Oeste (PR);9615
2410405;Pureza (RN);9621
3542503;Reginópolis (SP);9621
2304269;Deputado Irapuan Pinheiro (CE);9625
3200136;Águia Branca (ES);9642
2401305;Augusto Severo (RN);9655
1101203;Ministro Andreazza (RO);9660
3138658;Lontra (MG);9661
5108055;Terra Nova do Norte (MT);9667
3503703;Ariranha (SP);9668
5203559;Bonfinópolis (GO);9706
5205307;Cavalcante (GO);9709
2906105;Canápolis (BA);9711
5205901;Corumbaíba (GO);9723
4217303;Saudades (SC);9745
3112505;Capim Branco (MG);9754
3532827;Nova Campina (SP);9755
1702901;Axixá do Tocantins (TO);9756
3133600;Itapeva (MG);9783
2204808;Ipiranga do Piauí (PI);9811
3125903;Ferros (MG);9820
2923902;Pau Brasil (BA);9831
4100707;Alto Piquiri (PR);9836
3528601;Manduri (SP);9846
4122503;Roncador (PR);9849
5215009;Nova Veneza (GO);9853
2914109;Ipupiara (BA);9865
4211058;Monte Carlo (SC);9866
2508000;Juru (PB);9867
3514601;Dumont (SP);9868
5202502;Aruanã (GO);9875
2200707;Anísio de Abreu (PI);9880
2903953;Bom Jesus da Serra (BA);9880
4214201;Quilombo (SC);9887
5004106;Guia Lopes da Laguna (MS);9895
2509800;Mulungu (PB);9902
2517001;Umbuzeiro (PB);9907
4305801;Constantina (RS);9911
4312906;Nova Bassano (RS);9916
3540507;Porangaba (SP);9925
2612000;Sairé (PE);9932
3201100;Bom Jesus do Norte (ES);9936
5004007;Glória de Dourados (MS);9965
4202602;Bom Retiro (SC);9966
3543808;Rinópolis (SP);9981
4204400;Coronel Freitas (SC);9981
2930766;Sítio do Quinto (BA);9986
3119203;Coroaci (MG);9991
3554706;Torrinha (SP);10010
2924678;Piraí do Norte (BA);10023
3114550;Carneirinho (MG);10027
4200705;Alfredo Wagner (SC);10036
2210656;Sigefredo Pacheco (PI);10041
3164506;São Sebastião do Maranhão (MG);10044
2800407;Arauá (SE);10056
5216304;Paranaiguara (GO);10057
4301057;Arroio do Sal (RS);10065
3131505;Ipuiúna (MG);10079
5205000;Carmo do Rio Verde (GO);10082
4314704;Planalto (RS);10084
4206405;Guaraciaba (SC);10090
4212650;Pescaria Brava (SC);10091
2615201;Terra Nova (PE);10096
3555604;Uchoa (SP);10110
2920007;Maiquinique (BA);10112
1703842;Campos Lindos (TO);10116
2407005;Luís Gomes (RN);10116
1506401;Santa Cruz do Arari (PA);10128
5100805;Apiacás (MT);10133
4207205;Imaruí (SC);10135
4124020;Santa Tereza do Oeste (PR);10139
2105450;Jatobá (MA);10153
3123007;Dores de Campos (MG);10153
5205471;Chapadão do Céu (GO);10167
1400233;Caroebe (RR);10169
4110805;Iretama (PR);10169
4320677;Sinimbu (RS);10172
4317707;Santo Antônio das Missões (RS);10175
2104651;Governador Newton Bello (MA);10180
2405306;Januário Cicco (RN);10181
4105003;Catanduvas (PR);10189
3132909;Itamogi (MG);10192
5107180;Ribeirão Cascalheira (MT);10206
2401701;Bom Jesus (RN);10210
2904209;Botuporã (BA);10211
2805901;Riachuelo (SE);10213
4125001;São João do Ivaí (PR);10219
2904506;Brotas de Macaúbas (BA);10231
2500106;Água Branca (PB);10234
3156601;Rubim (MG);10241
4124806;São João (PR);10241
3120508;Cristina (MG);10242
2503308;Cachoeira dos Índios (PB);10244
4315107;Porto Xavier (RS);10246
2111789;Serrano do Maranhão (MA);10253
3106002;Bela Vista de Minas (MG);10255
2916302;Itapebi (BA);10259
1200138;Bujari (AC);10266
4102604;Barracão (PR);10275
5216809;Petrolina de Goiás (GO);10281
2412559;São Miguel do Gostoso (RN);10282
3551108;Sarapuí (SP);10285
3117108;Conceição da Aparecida (MG);10292
3144656;Ninheira (MG);10295
4308300;Fontoura Xavier (RS);10304
5102793;Carlinda (MT);10305
5201801;Aragoiânia (GO);10308
3154804;Rio Acima (MG);10312
2916609;Itapitanga (BA);10313
3128204;Guaraciaba (MG);10324
3126505;Francisco Badaró (MG);10332
2303659;Catunda (CE);10342
4115101;Mariluz (PR);10345
3115805;Centralina (MG);10350
3170503;Urucânia (MG);10358
2104081;Fernando Falcão (MA);10360
3534757;Ouroeste (SP);10361
3109204;Buenópolis (MG);10365
2404408;Grossos (RN);10383
5217203;Piranhas (GO);10385
2410306;Serra Caiada (RN);10395
3304607;Santa Maria Madalena (RJ);10404
2928505;Santa Terezinha (BA);10405
2920809;Marcionílio Souza (BA);10406
4208708;Jacinto Machado (SC);10416
4207809;Irani (SC);10419
2203107;Cristino Castro (PI);10423
4301404;Arvorezinha (RS);10424
2924652;Pintadas (BA);10437
1101609;Theobroma (RO);10444
1716208;Paranã (TO);10449
2505709;Dona Inês (PB);10453
2509909;Natuba (PB);10454
1101104;Itapuã do Oeste (RO);10458
3166204;Senhora dos Remédios (MG);10459
2929370;São José do Jacuípe (BA);10462
2201606;Beneditinos (PI);10467
4116703;Nova Aurora (PR);10472
2701100;Branquinha (AL);10494
2204501;Guadalupe (PI);10499
5105580;Marcelândia (MT);10499
2403509;Espírito Santo (RN);10505
3171808;Virginópolis (MG);10510
3154101;Recreio (MG);10517
2706422;Pariconha (AL);10533
3121258;Delta (MG);10533
3556354;Vargem (SP);10537
3509304;Cajobi (SP);10542
3107901;Bom Repouso (MG);10547
4108007;Florestópolis (PR);10548
4117255;Nova Prata do Iguaçu (PR);10548
2414506;Umarizal (RN);10555
3202900;Itarana (ES);10555
3204807;São José do Calçado (ES);10556
2904407;Brejolândia (BA);10557
1400704;Uiramutã (RR);10559
3136900;Juruaia (MG);10563
2206407;Monsenhor Gil (PI);10564
1702406;Arraias (TO);10567
2511806;Pirpirituba (PB);10579
4321006;Tapera (RS);10584
2202059;Cabeceiras do Piauí (PI);10586
4115754;Mauá da Serra (PR);10601
4316105;Ronda Alta (RS);10601
2900504;Érico Cardoso (BA);10610
2206605;Monte Alegre do Piauí (PI);10613
3305901;Trajano de Moraes (RJ);10626
2911006;Floresta Azul (BA);10629
2927903;Santa Inês (BA);10631
2111904;Sucupira do Norte (MA);10636
2510105;Nova Floresta (PB);10638
1703008;Babaçulândia (TO);10664
4205308;Faxinal dos Guedes (SC);10667
4121802;Ribeirão Claro (PR);10668
2103109;Cedral (MA);10675
3550001;São Luiz do Paraitinga (SP);10687
2204402;Gilbués (PI);10690
2702009;Coité do Nóia (AL);10693
4116059;Missal (PR);10702
2924702;Piripá (BA);10707
2917904;Jandaíra (BA);10709
2910008;Dário Meira (BA);10710
3544301;Roseira (SP);10712
3153608;Prudente de Morais (MG);10733
3141603;Mercês (MG);10739
2708105;Santana do Mundaú (AL);10740
4201257;Apiúna (SC);10743
4320206;Seberi (RS);10750
3151107;Pirapetinga (MG);10752
3142106;Miradouro (MG);10754
3145356;Novo Oriente de Minas (MG);10755
2507903;Juripiranga (PB);10756
2402501;Carnaubais (RN);10759
3104106;Arceburgo (MG);10772
2515401;São Vicente do Seridó (PB);10775
5000856;Angélica (MS);10780
2414100;Tenente Ananias (RN);10786
3151305;Piraúba (MG);10787
2207603;Parnaguá (PI);10791
5007703;Sete Quedas (MS);10791
4202057;Balneário Barra do Sul (SC);10795
3543709;Rincão (SP);10799
3136504;Jordânia (MG);10812
2309102;Mulungu (CE);10823
1506104;Primavera (PA);10825
4105102;Centenário do Sul (PR);10827
2104503;Governador Archer (MA);10840
2105807;Lago do Junco (MA);10840
3556602;Vera Cruz (SP);10843
3158003;Santa Maria de Itabira (MG);10847
5100607;Alto Taquari (MT);10847
2408953;Rio do Fogo (RN);10848
4311106;Jaguari (RS);10848
2806107;Rosário do Catete (SE);10855
2701209;Cacimbinhas (AL);10858
3130200;Igaratinga (MG);10860
4204004;Catanduvas (SC);10861
4200200;Agrolândia (SC);10864
3516903;General Salgado (SP);10869
3548609;São Bento do Sapucaí (SP);10878
2922052;Mulungu do Morro (BA);10889
2604908;Cumaru (PE);10906
2516409;Tacima (PB);10911
2202505;Caracol (PI);10916
5218607;Rialma (GO);10918
2612109;Salgadinho (PE);10919
3161908;São Gonçalo do Rio Abaixo (MG);10920
2102754;Capinzal do Norte (MA);10934
2301257;Ararendá (CE);10935
2206100;Matias Olímpio (PI);10936
3165008;São Tiago (MG);10941
3504909;Bananal (SP);10945
1101302;Mirante da Serra (RO);10947
3203163;Laranja da Terra (ES);10947
2921302;Milagres (BA);10950
2310951;Pires Ferreira (CE);10951
2509008;Manaíra (PB);10955
2507200;Itatuba (PB);10962
3536000;Parapuã (SP);10964
4202073;Balneário Gaivota (SC);10979
4125803;São Pedro do Ivaí (PR);10981
5216403;Paraúna (GO);10988
2917334;Iuiu (BA);10994
1707405;Esperantina (TO);10996
3102100;Alto Rio Doce (MG);11000
3306156;Varre-Sai (RJ);11000
3109105;Bueno Brandão (MG);11001
3129301;Iapu (MG);11004
3125952;Fervedouro (MG);11006
2205102;Itaueira (PI);11019
2902252;Arataca (BA);11019
3122454;Divisópolis (MG);11019
3200169;Água Doce do Norte (ES);11019
2400307;Afonso Bezerra (RN);11035
2311207;Potengi (CE);11045
2603306;Calçado (PE);11053
4321667;Três Cachoeiras (RS);11053
2412906;São Tomé (RN);11055
2304905;Groaíras (CE);11068
2702504;Dois Riachos (AL);11075
4204707;Cunha Porã (SC);11086
5205802;Corumbá de Goiás (GO);11110
1600204;Calçoene (AP);11117
4120507;Primeiro de Maio (PR);11123
4110201;Inácio Martins (PR);11125
3503604;Areiópolis (SP);11129
3123700;Engenheiro Caldas (MG);11134
2400109;Acari (RN);11136
2806800;São Domingos (SE);11137
2111748;Senador Alexandre Costa (MA);11141
3133709;Itatiaiuçu (MG);11146
3513900;Divinolândia (SP);11146
3506300;Bernardino de Campos (SP);11148
2601003;Angelim (PE);11150
3140852;Matias Cardoso (MG);11157
2918308;Jitaúna (BA);11166
3520426;Ilha Comprida (SP);11166
5203203;Barro Alto (GO);11167
4124707;São Jerônimo da Serra (PR);11170
4110953;Itaipulândia (PR);11176
2102408;Cajapió (MA);11177
2111052;São João do Paraíso (MA);11177
2907707;Chorrochó (BA);11177
2402709;Cerro Corá (RN);11179
1100924;Chupinguaia (RO);11182
3532900;Nova Europa (SP);11186
3517901;Guaraci (SP);11188
2100501;Alto Parnaíba (MA);11190
2109304;Presidente Vargas (MA);11193
3149101;Pedralva (MG);11195
4302006;Barros Cassal (RS);11199
1101757;Vale do Anari (RO);11204
4321436;Terra de Areia (RS);11204
2101772;Bela Vista do Maranhão (MA);11209
2402105;Campo Redondo (RN);11217
2901502;Anguera (BA);11221
5105200;Juscimeira (MT);11221
4207908;Irineópolis (SC);11222
5106299;Paranaíta (MT);11225
3108255;Bonito de Minas (MG);11230
5208400;Goianápolis (GO);11231
2307908;Martinópole (CE);11233
2911303;Gentio do Ouro (BA);11233
4118907;Pérola (PR);11234
4218905;Urubici (SC);11235
2105922;Lagoa do Mato (MA);11250
2407708;Montanhas (RN);11251
2506103;Fagundes (PB);11253
2614303;Moreilândia (PE);11270
3124906;Eugenópolis (MG);11275
2406700;Lajes (RN);11277
3152303;Porto Firme (MG);11279
4216008;São Carlos (SC);11281
2201101;Avelino Lopes (PI);11289
1400407;Normandia (RR);11290
2707602;Quebrangulo (AL);11294
2611200;Poção (PE);11302
3557303;Estiva Gerbi (SP);11304
5108501;Vera (MT);11309
4128401;Uraí (PR);11314
4313656;Palmares do Sul (RS);11318
2105203;Igarapé Grande (MA);11320
4112504;Jardim Alegre (PR);11328
5002001;Batayporã (MS);11329
3537206;Pedro de Toledo (SP);11331
2804102;Moita Bonita (SE);11335
2609204;Maraial (PE);11345
1703800;Buriti do Tocantins (TO);11348
2919603;Macajuba (BA);11348
2922250;Muquém do São Francisco (BA);11348
2103901;Duque Bacelar (MA);11349
4302303;Bom Jesus (RS);11349
3124500;Estiva (MG);11354
5100508;Alto Paraguai (MT);11356
5003488;Dois Irmãos do Buriti (MS);11385
2203206;Curimatá (PI);11388
4315800;Roca Sales (RS);11393
2105963;Lagoa Grande do Maranhão (MA);11394
2902203;Aramari (BA);11397
2306801;Jaguaribara (CE);11401
4100806;Alvorada do Sul (PR);11406
2919306;Lençóis (BA);11409
3517000;Getulina (SP);11409
2202406;Capitão de Campos (PI);11417
3539004;Pirangi (SP);11417
2608255;Jucati (PE);11424
2930006;Sebastião Laranjeiras (BA);11434
3102902;Antônio Carlos (MG);11445
1101708;Urupá (RO);11467
4118105;Paranacity (PR);11472
3114006;Carmo da Mata (MG);11476
3532603;Nhandeara (SP);11478
3301603;Duas Barras (RJ);11492
2706109;Ouro Branco (AL);11496
3154200;Resende Costa (MG);11500
4206207;Gravatal (SC);11501
3149705;Perdigão (MG);11506
3131802;Itabirinha (MG);11512
2610301;Paranatama (PE);11523
2205003;Itainópolis (PI);11530
2902401;Aurelino Leal (BA);11531
1300060;Amaturá (AM);11536
1722107;Xambioá (TO);11540
3109709;Cachoeira de Minas (MG);11547
4315404;Redentora (RS);11549
4215109;Rodeio (SC);11551
5007950;Tacuru (MS);11552
4117057;Nova Laranjeiras (PR);11554
3162559;São João do Manhuaçu (MG);11559
4102505;Barbosa Ferraz (PR);11568
3204302;Presidente Kennedy (ES);11574
2703759;Jequiá da Praia (AL);11580
3166808;Serra do Salitre (MG);11582
2201150;Baixa Grande do Ribeiro (PI);11586
2305654;Ipaporanga (CE);11593
4213401;Ponte Serrada (SC);11593
2802403;Gararu (SE);11604
3204401;Rio Novo do Sul (ES);11622
2706000;Olivença (AL);11624
3109907;Caetanópolis (MG);11624
2204303;Fronteiras (PI);11625
2906857;Capela do Alto Alegre (BA);11637
3117801;Conceição dos Ouros (MG);11638
3160306;Santo Antônio do Jacinto (MG);11640
4202206;Benedito Novo (SC);11652
2926905;Rio do Pires (BA);11655
3111309;Campo do Meio (MG);11655
2607950;Jaqueira (PE);11656
1507805;Senador José Porfírio (PA);11658
2515104;São Sebastião de Lagoa de Roça (PB);11661
3168507;Teixeiras (MG);11661
2929404;São Miguel das Matas (BA);11675
4214706;Rio dos Cedros (SC);11676
1722081;Wanderlândia (TO);11683
2901700;Antônio Cardoso (BA);11683
4312708;Nonoai (RS);11695
5107859;São Félix do Araguaia (MT);11708
3519105;Iacanga (SP);11710
1503408;Inhangapi (PA);11711
2300507;Alcântaras (CE);11714
2400802;Angicos (RN);11714
1507961;Terra Alta (PA);11720
4123907;Santa Mariana (PR);11724
3506904;Bofete (SP);11730
1200179;Capixaba (AC);11733
2300101;Abaiara (CE);11737
4211009;Mondaí (SC);11742
1716604;Peixe (TO);11749
3300159;Aperibé (RJ);11759
4105300;Céu Azul (PR);11765
4322533;Vale do Sol (RS);11781
2110856;São Francisco do Brejão (MA);11798
2901809;Antônio Gonçalves (BA);11798
2604304;Cedro (PE);11807
2612802;Santa Terezinha (PE);11815
1714880;Nova Olinda (TO);11819
2104305;Godofredo Viana (MA);11819
2506707;Imaculada (PB);11819
3127602;Gouveia (MG);11825
2301406;Aratuba (CE);11847
1101500;Seringueiras (RO);11856
5002308;Brasilândia (MS);11872
3544905;Sales Oliveira (SP);11890
4128534;Ventania (PR);11892
2106003;Lima Campos (MA);11893
4112801;Joaquim Távora (PR);11908
2502409;Bonito de Santa Fé (PB);11917
2511509;Pilar (PB);11917
3106507;Berilo (MG);11932
3200706;Atílio Vivacqua (ES);11936
2413359;Serra do Mel (RN);11938
4304689;Capela de Santana (RS);11940
1400282;Iracema (RR);11950
3117900;Congonhal (MG);11950
4111209;Itapejara d'Oeste (PR);11964
4203303;Campo Alegre (SC);11978
3526506;Lavínia (SP);11980
1200393;Porto Walter (AC);11982
5106240;Nova Ubiratã (MT);11982
3130051;Icaraí de Minas (MG);11990
5106828;Porto Esperidião (MT);12017
2104909;Guimarães (MA);12030
5100409;Alto Garças (MT);12030
4123402;Santa Fé (PR);12037
4127858;Três Barras do Paraná (PR);12040
2921807;Mortugaba (BA);12042
2929750;Saubara (BA);12043
2601508;Belém de Maria (PE);12073
1502608;Colares (PA);12085
2806602;Santo Amaro das Brotas (SE);12102
3149150;Pedras de Maria da Cruz (MG);12107
4209706;Lebon Régis (SC);12107
3152170;Ponto dos Volantes (MG);12121
4116109;Moreira Sales (PR);12121
2605509;Ferreiros (PE);12123
2208106;Pimenteiras (PI);12127
2101103;Axixá (MA);12130
4209904;Lontras (SC);12130
3151602;Planura (MG);12133
1720200;São Miguel do Tocantins (TO);12139
2513109;Salgado de São Félix (PB);12140
5001243;Aral Moreira (MS);12149
5103056;Cláudia (MT);12149
3111804;Canápolis (MG);12150
2106102;Loreto (MA);12157
3517208;Guaiçara (SP);12168
3113909;Carmo da Cachoeira (MG);12170
2902054;Araçás (BA);12177
3550803;São Sebastião da Grama (SP);12182
3203106;Jerônimo Monteiro (ES);12192
2910107;Dom Basílio (BA);12199
2921054;Matina (BA);12201
4121000;Querência do Norte (PR);12206
2110906;São Francisco do Maranhão (MA);12210
3102803;Andrelândia (MG);12224
3204500;Santa Leopoldina (ES);12224
2310407;Paramoti (CE);12226
2606903;Iguaracy (PE);12228
3133204;Itanhomi (MG);12228
2933455;Wanderley (BA);12238
4305173;Cerro Grande do Sul (RS);12239
4203709;Canelinha (SC);12240
3165552;Setubinha (MG);12258
2309805;Pacoti (CE);12261
4314506;Pinheiro Machado (RS);12271
2413904;Taipu (RN);12279
3155504;Rio Paranaíba (MG);12313
3134707;Jacinto (MG);12326
3510708;Cardoso (SP);12326
4302402;Bom Retiro do Sul (RS);12328
3506805;Bocaina (SP);12329
2311009;Poranga (CE);12336
3164209;São Romão (MG);12337
2925709;Presidente Jânio Quadros (BA);12338
2510907;Paulista (PB);12347
4306205;Cruzeiro do Sul (RS);12348
2915106;Itagi (BA);12351
5003751;Eldorado (MS);12353
3161502;São Geraldo (MG);12366
4127007;Teixeira Soares (PR);12367
2407500;Maxaranguape (RN);12371
5207402;Edéia (GO);12372
3130507;Ilicínea (MG);12375
2923035;Novo Horizonte (BA);12385
3135506;Jequeri (MG);12386
2919405;Licínio de Almeida (BA);12388
3519402;Ibirá (SP);12393
2405702;Jardim do Seridó (RN);12396
3201159;Brejetuba (ES);12404
3552601;Tabapuã (SP);12407
1400159;Bonfim (RR);12409
3161809;São Gonçalo do Pará (MG);12411
3204955;São Roque do Canaã (ES);12415
3557204;Chavantes (SP);12418
3514502;Duartina (SP);12445
4316451;Salto do Jacuí (RS);12449
3141009;Mato Verde (MG);12459
2305704;Ipaumirim (CE);12463
3170057;Ubaporanga (MG);12471
4109302;Guaraniaçu (PR);12472
3202504;Ibiraçu (ES);12479
2414803;Vera Cruz (RN);12481
5204102;Cachoeira Alta (GO);12484
5106778;Porto Alegre do Norte (MT);12517
2930907;Tabocas do Brejo Velho (BA);12518
3544202;Riolândia (SP);12518
2305332;Ibicuitinga (CE);12525
3170008;Ubaí (MG);12533
3509908;Cananéia (SP);12540
4302907;Cacequi (RS);12561
2208502;Porto (PI);12568
2100154;Água Doce do Maranhão (MA);12571
3300225;Areal (RJ);12572
2916906;Itiruçu (BA);12576
2604809;Cortês (PE);12578
4112702;Jataizinho (PR);12588
2612471;Santa Cruz da Baixa Verde (PE);12592
2928059;Santa Luzia (BA);12597
2803906;Malhador (SE);12618
5204706;Campinorte (GO);12626
2104107;Fortaleza dos Nogueiras (MA);12631
2903706;Boa Nova (BA);12633
4105607;Cidade Gaúcha (PR);12652
4215455;Sangão (SC);12678
2111532;São Pedro da Água Branca (MA);12690
2705606;Novo Lino (AL);12690
2933158;Várzea Nova (BA);12697
2401800;Brejinho (RN);12699
3202256;Governador Lindenberg (ES);12709
2210805;Simplício Mendes (PI);12711
2601805;Betânia (PE);12719
3201704;Conceição do Castelo (ES);12723
2109205;Presidente Juscelino (MA);12734
4119103;Piên (PR);12746
2409308;Patu (RN);12755
3132305;Itaipé (MG);12760
4220000;Balneário Rincão (SC);12760
5106216;Nova Canaã do Norte (MT);12787
2702801;Flexeiras (AL);12790
2411403;Santana do Matos (RN);12791
4204558;Correia Pinto (SC);12795
1400027;Amajari (RR);12796
3120201;Cristais (MG);12798
4312500;Mostardas (RS);12804
3110707;Cambuquira (MG);12814
3139805;Mar de Espanha (MG);12814
3301157;Cardoso Moreira (RJ);12823
3551801;Sete Barras (SP);12832
3203353;Marilândia (ES);12833
3156007;Rio Vermelho (MG);12846
2412302;São José do Campestre (RN);12856
4210001;Luiz Alves (SC);12859
3104700;Ataléia (MG);12868
5214838;Nova Crixás (GO);12869
2614709;Tacaimbó (PE);12874
4218806;Turvo (SC);12899
2103752;Davinópolis (MA);12908
3529807;Mineiros do Tietê (SP);12908
2929800;Saúde (BA);12913
4120002;Porecatu (PR);12914
5003454;Deodápolis (MS);12924
2603926;Carnaubeira da Penha (PE);12932
4102307;Balsa Nova (PR);12941
4103107;Bocaiúva do Sul (PR);12944
5219803;São Domingos (GO);12949
3535002;Palestina (SP);12957
3553609;Tapiratiba (SP);12960
1505635;Piçarra (PA);12981
2926707;Rio de Contas (BA);12989
2312601;São Luís do Curu (CE);13000
3137403;Lagoa Dourada (MG);13009
2930758;Sítio do Mato (BA);13012
3162450;São João das Missões (MG);13014
1709005;Goiatins (TO);13019
4121901;Ribeirão do Pinhal (PR);13029
2911857;Heliópolis (BA);13031
2931707;Terra Nova (BA);13033
2404309;Governador Dix-Sept Rosado (RN);13037
4300802;Antônio Prado (RS);13050
2303907;Chaval (CE);13069
4201950;Balneário Arroio do Silva (SC);13071
2508604;Lucena (PB);13080
1300839;Caapiranga (AM);13081
3541208;Presidente Bernardes (SP);13106
4110078;Imbaú (PR);13111
2922656;Nordestina (BA);13130
4114005;Mamborê (PR);13132
2902005;Aracatu (BA);13135
2901304;Andaraí (BA);13143
2608602;Lagoa do Ouro (PE);13145
2308351;Milhã (CE);13155
2602704;Buenos Aires (PE);13155
3143005;Monte Belo (MG);13166
4117800;Palmital (PR);13172
2706448;Paripueira (AL);13176
4117107;Nova Londrina (PR);13213
4127965;Turvo (PR);13215
5106109;Nossa Senhora do Livramento (MT);13216
3542909;Ribeirão Bonito (SP);13219
3525508;Joanópolis (SP);13220
2913457;Igrapiúna (BA);13226
2902658;Banzaê (BA);13229
2920403;Manoel Vitorino (BA);13240
1100379;Alto Alegre dos Parecis (RO);13241
2704807;Maribondo (AL);13264
4122156;Rio Bonito do Iguaçu (PR);13269
3535101;Palmares Paulista (SP);13275
2409100;Passa e Fica (RN);13277
2509404;Mogeiro (PB);13284
5207808;Firminópolis (GO);13292
4104451;Cantagalo (PR);13317
2310100;Palmácia (CE);13322
3556107;Valentim Gentil (SP);13326
2905503;Caldeirão Grande (BA);13327
5104609;Itiquira (MT);13345
2305266;Ibaretama (CE);13353
1711902;Lagoa da Confusão (TO);13357
3132206;Itaguara (MG);13358
4301206;Arroio do Tigre (RS);13373
3202652;Irupi (ES);13377
2110237;Santana do Maranhão (MA);13386
3140506;Martinho Campos (MG);13388
2112852;Vila Nova dos Martírios (MA);13392
5213756;Montividiu (GO);13396
2930600;Serrolândia (BA);13397
4217006;São Ludgero (SC);13410
3541901;Queluz (SP);13420
1713304;Miranorte (TO);13434
2803401;Japoatã (SE);13434
4306007;Crissiumal (RS);13448
3100302;Abre Campo (MG);13454
2103158;Centro do Guilherme (MA);13458
2500908;Arara (PB);13470
1502764;Cumaru do Norte (PA);13473
4119806;Planalto (PR);13479
3123205;Dores do Indaiá (MG);13483
4321402;Tenente Portela (RS);13485
4301909;Barra do Ribeiro (RS);13491
4114500;Manoel Ribas (PR);13502
2604403;Chã de Alegria (PE);13518
2303931;Choró (CE);13521
2807501;Tomar do Geru (SE);13536
3101003;Águas Vermelhas (MG);13539
1304260;Uarini (AM);13540
4308102;Feliz (RS);13547
3154903;Rio Casca (MG);13564
2400505;Alexandria (RN);13577
1716505;Pedro Afonso (TO);13578
2924058;Pé de Serra (BA);13578
3142007;Mirabela (MG);13589
1506112;Quatipuru (PA);13608
1300086;Anamã (AM);13614
2607703;Itapetim (PE);13616
4111902;Jaguapitã (PR);13620
3532009;Morungaba (SP);13622
4113908;Mallet (PR);13630
3539400;Piratininga (SP);13636
3117702;Conceição do Rio Verde (MG);13638
2920452;Mansidão (BA);13643
3504404;Avanhandava (SP);13649
3538501;Piquete (SP);13657
2512408;Puxinanã (PB);13680
3116159;Chapada Gaúcha (MG);13680
